species,gene_name,uniprot_id,fasta_accession,notes,,sequence identity
dog,,A0A0U2PLQ3,A0A0U2PLQ3_CANLF|protein,Files in cyp/dog_0,,
macaca_fascicularis,CYP1D1,A0A2K5VMH7,A0A2K5VMH7_MACFA|protein,Files in cyp/macaca_fascicularis_4,,
macaca_fascicularis,CYP1A2,A0A481YIE0,A0A481YIE0_MACFA|protein,Files in cyp/macaca_fascicularis_5,,
macaca_fascicularis,CYP1A1,A0A481YJW7,A0A481YJW7_MACFA|protein,Files in cyp/macaca_fascicularis_6,,
macaca_fascicularis,CYP2E1,A0A7N9CYM7,A0A7N9CYM7_MACFA|protein,Files in cyp/macaca_fascicularis_7,,
macaca_fascicularis,CYP1B1,A0A7N9D2X8,A0A7N9D2X8_MACFA|protein,Files in cyp/macaca_fascicularis_8,,
macaca_fascicularis,CYP1A2,A0A7N9D4P8,A0A7N9D4P8_MACFA|protein,Files in cyp/macaca_fascicularis_9,,
macaca_fascicularis,,A0A8J8YNV8,A0A8J8YNV8_MACFA|protein,Files in cyp/macaca_fascicularis_10,,
macaca_fascicularis,CYP2E1,E1B2U4,E1B2U4_MACFA|protein,Files in cyp/macaca_fascicularis_11,,
macaca_fascicularis,CYP1D1,G4V3Q8,G4V3Q8_MACFA|protein,Files in cyp/macaca_fascicularis_12,,
macaca_fascicularis,CYP1A1,G7P943,G7P943_MACFA|protein,Files in cyp/macaca_fascicularis_13,,
macaca_fascicularis,CYP1A2,O77809,CP1A2_MACFA|protein,Files in cyp/macaca_fascicularis_14,,
macaca_fascicularis,CYP1A1,P33616,CP1A1_MACFA|protein,Files in cyp/macaca_fascicularis_15,,
macaca_fascicularis,CYP27B1,A0A2K5TTY3,A0A2K5TTY3_MACFA|protein,Files in cyp/macaca_fascicularis_16,,
macaca_fascicularis,CYP4V2,A0A2K5U594,A0A2K5U594_MACFA|protein,Files in cyp/macaca_fascicularis_17,,
macaca_fascicularis,CYP3A7,A0A2K5VAA5,A0A2K5VAA5_MACFA|protein,Files in cyp/macaca_fascicularis_18,,
macaca_fascicularis,CYP3A43,A0A2K5X4I9,A0A2K5X4I9_MACFA|protein,Files in cyp/macaca_fascicularis_19,,
macaca_fascicularis,CYP3A43,A0A2K5X4K4,A0A2K5X4K4_MACFA|protein,Files in cyp/macaca_fascicularis_20,,
macaca_fascicularis,CYP3A43,A0A2K5X4L5,A0A2K5X4L5_MACFA|protein,Files in cyp/macaca_fascicularis_21,,
macaca_fascicularis,CYP26B1,A0A7N9IG73,A0A7N9IG73_MACFA|protein,Files in cyp/macaca_fascicularis_22,,
macaca_fascicularis,CYP2D8,A0A7N9IHK8,A0A7N9IHK8_MACFA|protein,Files in cyp/macaca_fascicularis_23,,
macaca_fascicularis,,G7P0B6,G7P0B6_MACFA|protein,Files in cyp/macaca_fascicularis_24,,
macaca_fascicularis,CYP3A8,P33268,CP3A8_MACFA|protein,Files in cyp/macaca_fascicularis_25,,
macaca_fascicularis,CYP2C43,Q0HA18,Q0HA18_MACFA|protein,Files in cyp/macaca_fascicularis_26,,
macaca_fascicularis,CYP2A26,A0A2K5U2R4,A0A2K5U2R4_MACFA|protein,Files in cyp/macaca_fascicularis_27,,
macaca_fascicularis,CYP2A13,A0A2K5V252,A0A2K5V252_MACFA|protein,Files in cyp/macaca_fascicularis_28,,
macaca_fascicularis,CYP2A26,A0A2K5V274,A0A2K5V274_MACFA|protein,Files in cyp/macaca_fascicularis_29,,
macaca_fascicularis,CYP3A7,A0A2K5VA57,A0A2K5VA57_MACFA|protein,Files in cyp/macaca_fascicularis_30,,
macaca_fascicularis,CYP2A24,A0A2K5VG22,A0A2K5VG22_MACFA|protein,Files in cyp/macaca_fascicularis_31,,
macaca_fascicularis,CYP2S1,A0A2K5VMJ7,A0A2K5VMJ7_MACFA|protein,Files in cyp/macaca_fascicularis_32,,
macaca_fascicularis,CYP2A23,A0A2K5VYP9,A0A2K5VYP9_MACFA|protein,Files in cyp/macaca_fascicularis_33,,
macaca_fascicularis,CYP2B6,A0A2K5W4H1,A0A2K5W4H1_MACFA|protein,Files in cyp/macaca_fascicularis_34,,
macaca_fascicularis,CYP3A5,A0A2K5W921,A0A2K5W921_MACFA|protein,Files in cyp/macaca_fascicularis_35,,
macaca_fascicularis,CYP2U1,A0A2K5WCA0,A0A2K5WCA0_MACFA|protein,Files in cyp/macaca_fascicularis_36,,
macaca_fascicularis,CYP3A4,A0A2K5WRF9,A0A2K5WRF9_MACFA|protein,Files in cyp/macaca_fascicularis_37,,
macaca_fascicularis,CYP24A1,A0A2K5WTI6,A0A2K5WTI6_MACFA|protein,Files in cyp/macaca_fascicularis_38,,
macaca_fascicularis,CYP26A1,A0A2K5WV20,A0A2K5WV20_MACFA|protein,Files in cyp/macaca_fascicularis_39,,
macaca_fascicularis,CYP2G2,A0A2K5WXK5,A0A2K5WXK5_MACFA|protein,Files in cyp/macaca_fascicularis_40,,
macaca_fascicularis,CYP2U1,A0A7N9C9E2,A0A7N9C9E2_MACFA|protein,Files in cyp/macaca_fascicularis_41,,
macaca_fascicularis,CYP2C8,A0A7N9CAV6,A0A7N9CAV6_MACFA|protein,Files in cyp/macaca_fascicularis_42,,
macaca_fascicularis,CYP3A4,A0A7N9CK59,A0A7N9CK59_MACFA|protein,Files in cyp/macaca_fascicularis_43,,
macaca_fascicularis,CYP3A4,A0A7N9CKF5,A0A7N9CKF5_MACFA|protein,Files in cyp/macaca_fascicularis_44,,
macaca_fascicularis,CYP3A4,A0A7N9CRQ9,A0A7N9CRQ9_MACFA|protein,Files in cyp/macaca_fascicularis_45,,
macaca_fascicularis,CYP3A4,A0A7N9D329,A0A7N9D329_MACFA|protein,Files in cyp/macaca_fascicularis_46,,
macaca_fascicularis,CYP3A4,A0A7N9D3J7,A0A7N9D3J7_MACFA|protein,Files in cyp/macaca_fascicularis_47,,
macaca_fascicularis,CYP3A7,A0A7N9IAX9,A0A7N9IAX9_MACFA|protein,Files in cyp/macaca_fascicularis_48,,
macaca_fascicularis,CYP3A4,A0A805RHD6,A0A805RHD6_MACFA|protein,Files in cyp/macaca_fascicularis_49,,
macaca_fascicularis,CYP2A23,A8CBQ4,A8CBQ4_MACFA|protein,Files in cyp/macaca_fascicularis_50,,
macaca_fascicularis,CYP2A24,A8CBQ7,A8CBQ7_MACFA|protein,Files in cyp/macaca_fascicularis_51,,
macaca_fascicularis,CYP3A5,A8CBR0,A8CBR0_MACFA|protein,Files in cyp/macaca_fascicularis_52,,
macaca_fascicularis,CYP4F45,A8CBR4,A8CBR4_MACFA|protein,Files in cyp/macaca_fascicularis_53,,
macaca_fascicularis,CYP,B1Q2L6,B1Q2L6_MACFA|protein,Files in cyp/macaca_fascicularis_54,,
macaca_fascicularis,CYP2B6,B8K1S9,B8K1S9_MACFA|protein,Files in cyp/macaca_fascicularis_55,,
macaca_fascicularis,CYP3A43,B8K1T0,B8K1T0_MACFA|protein,Files in cyp/macaca_fascicularis_56,,
macaca_fascicularis,CYP2A26,E0XJT2,E0XJT2_MACFA|protein,Files in cyp/macaca_fascicularis_57,,
macaca_fascicularis,CYP2G2,F2VJZ3,F2VJZ3_MACFA|protein,Files in cyp/macaca_fascicularis_58,,
macaca_fascicularis,,G7P0B4,G7P0B4_MACFA|protein,Files in cyp/macaca_fascicularis_59,,
macaca_fascicularis,,G7P252,G7P252_MACFA|protein,Files in cyp/macaca_fascicularis_60,,
macaca_fascicularis,,G7PDK3,G7PDK3_MACFA|protein,Files in cyp/macaca_fascicularis_61,,
macaca_fascicularis,,G7PXN0,G7PXN0_MACFA|protein,Files in cyp/macaca_fascicularis_62,,
macaca_fascicularis,CYP2C20,P33262,CP2CK_MACFA|protein,Files in cyp/macaca_fascicularis_63,,
macaca_fascicularis,,A0A1P8NQJ6,A0A1P8NQJ6_MACFA|protein,Files in cyp/macaca_fascicularis_64,,
macaca_fascicularis,,A0A2K5TJ11,A0A2K5TJ11_MACFA|protein,Files in cyp/macaca_fascicularis_65,,
macaca_fascicularis,CYP27A1,A0A2K5TPY6,A0A2K5TPY6_MACFA|protein,Files in cyp/macaca_fascicularis_66,,
macaca_fascicularis,CYP27A1,A0A2K5TPZ2,A0A2K5TPZ2_MACFA|protein,Files in cyp/macaca_fascicularis_67,,
macaca_fascicularis,CYP27A1,A0A2K5TQ04,A0A2K5TQ04_MACFA|protein,Files in cyp/macaca_fascicularis_68,,
macaca_fascicularis,CYP2A24,A0A2K5U2J0,A0A2K5U2J0_MACFA|protein,Files in cyp/macaca_fascicularis_69,,
macaca_fascicularis,CYP39A1,A0A2K5UIB6,A0A2K5UIB6_MACFA|protein,Files in cyp/macaca_fascicularis_70,,
macaca_fascicularis,CYP39A1,A0A2K5UIC6,A0A2K5UIC6_MACFA|protein,Files in cyp/macaca_fascicularis_71,,
macaca_fascicularis,CYP11B2,A0A2K5ULU3,A0A2K5ULU3_MACFA|protein,Files in cyp/macaca_fascicularis_72,,
macaca_fascicularis,CYP11B2,A0A2K5ULY1,A0A2K5ULY1_MACFA|protein,Files in cyp/macaca_fascicularis_73,,
macaca_fascicularis,CYP1B1,A0A2K5UT62,A0A2K5UT62_MACFA|protein,Files in cyp/macaca_fascicularis_74,,
macaca_fascicularis,CYP4F11,A0A2K5UTM5,A0A2K5UTM5_MACFA|protein,Files in cyp/macaca_fascicularis_75,,
macaca_fascicularis,CYP4F11,A0A2K5UX09,A0A2K5UX09_MACFA|protein,Files in cyp/macaca_fascicularis_76,,
macaca_fascicularis,CYP2W1,A0A2K5V1K5,A0A2K5V1K5_MACFA|protein,Files in cyp/macaca_fascicularis_77,,
macaca_fascicularis,CYP4A11,A0A2K5V2U3,A0A2K5V2U3_MACFA|protein,Files in cyp/macaca_fascicularis_78,,
macaca_fascicularis,CYP4A11,A0A2K5V2V7,A0A2K5V2V7_MACFA|protein,Files in cyp/macaca_fascicularis_79,,
macaca_fascicularis,CYP2C93,A0A2K5V320,A0A2K5V320_MACFA|protein,Files in cyp/macaca_fascicularis_80,,
macaca_fascicularis,CYP2D8,A0A2K5V999,A0A2K5V999_MACFA|protein,Files in cyp/macaca_fascicularis_81,,
macaca_fascicularis,CYP2D8,A0A2K5V9C0,A0A2K5V9C0_MACFA|protein,Files in cyp/macaca_fascicularis_82,,
macaca_fascicularis,CYP4F3,A0A2K5VA95,A0A2K5VA95_MACFA|protein,Files in cyp/macaca_fascicularis_83,,
macaca_fascicularis,CYP4F11,A0A2K5VAA8,A0A2K5VAA8_MACFA|protein,Files in cyp/macaca_fascicularis_84,,
macaca_fascicularis,CYP4F22,A0A2K5VE55,A0A2K5VE55_MACFA|protein,Files in cyp/macaca_fascicularis_85,,
macaca_fascicularis,CYP4F57,A0A2K5VTK9,A0A2K5VTK9_MACFA|protein,Files in cyp/macaca_fascicularis_86,,
macaca_fascicularis,,A0A2K5VX46,A0A2K5VX46_MACFA|protein,Files in cyp/macaca_fascicularis_87,,
macaca_fascicularis,CYP2D8,A0A2K5W0R8,A0A2K5W0R8_MACFA|protein,Files in cyp/macaca_fascicularis_88,,
macaca_fascicularis,CYP2D8,A0A2K5W112,A0A2K5W112_MACFA|protein,Files in cyp/macaca_fascicularis_89,,
macaca_fascicularis,CYP20A1,A0A2K5W3P5,A0A2K5W3P5_MACFA|protein,Files in cyp/macaca_fascicularis_90,,
macaca_fascicularis,CYP2B6,A0A2K5W4H6,A0A2K5W4H6_MACFA|protein,Files in cyp/macaca_fascicularis_91,,
macaca_fascicularis,CYP2C8,A0A2K5WFG8,A0A2K5WFG8_MACFA|protein,Files in cyp/macaca_fascicularis_92,,
macaca_fascicularis,CYP2C8,A0A2K5WFH2,A0A2K5WFH2_MACFA|protein,Files in cyp/macaca_fascicularis_93,,
macaca_fascicularis,CYP2C8,A0A2K5WFH7,A0A2K5WFH7_MACFA|protein,Files in cyp/macaca_fascicularis_94,,
macaca_fascicularis,CYP24A1,A0A2K5WTI8,A0A2K5WTI8_MACFA|protein,Files in cyp/macaca_fascicularis_95,,
macaca_fascicularis,CYP4F11,A0A2K5WU79,A0A2K5WU79_MACFA|protein,Files in cyp/macaca_fascicularis_96,,
macaca_fascicularis,CYP26B1,A0A2K5WXQ2,A0A2K5WXQ2_MACFA|protein,Files in cyp/macaca_fascicularis_97,,
macaca_fascicularis,CYP20A1,A0A2K5X0Z3,A0A2K5X0Z3_MACFA|protein,Files in cyp/macaca_fascicularis_98,,
macaca_fascicularis,CYP8B1,A0A2K5X260,A0A2K5X260_MACFA|protein,Files in cyp/macaca_fascicularis_99,,
macaca_fascicularis,CYP4F11,A0A2K5X292,A0A2K5X292_MACFA|protein,Files in cyp/macaca_fascicularis_100,,
macaca_fascicularis,CYP4F11,A0A2K5X2E5,A0A2K5X2E5_MACFA|protein,Files in cyp/macaca_fascicularis_101,,
macaca_fascicularis,CYP4F11,A0A2K5X2F0,A0A2K5X2F0_MACFA|protein,Files in cyp/macaca_fascicularis_102,,
macaca_fascicularis,CYP4F11,A0A2K5X2W1,A0A2K5X2W1_MACFA|protein,Files in cyp/macaca_fascicularis_103,,
macaca_fascicularis,CYP3A43,A0A2K5X418,A0A2K5X418_MACFA|protein,Files in cyp/macaca_fascicularis_104,,
macaca_fascicularis,CYP3A43,A0A2K5X482,A0A2K5X482_MACFA|protein,Files in cyp/macaca_fascicularis_105,,
macaca_fascicularis,CYP4X1,A0A2K5X8R7,A0A2K5X8R7_MACFA|protein,Files in cyp/macaca_fascicularis_106,,
macaca_fascicularis,CYP4X1,A0A2K5X8S4,A0A2K5X8S4_MACFA|protein,Files in cyp/macaca_fascicularis_107,,
macaca_fascicularis,CYP2F1,A0A3P8MH36,A0A3P8MH36_MACFA|protein,Files in cyp/macaca_fascicularis_108,,
macaca_fascicularis,CYP2J2,A0A7N9C919,A0A7N9C919_MACFA|protein,Files in cyp/macaca_fascicularis_109,,
macaca_fascicularis,CYP20A1,A0A7N9CCX5,A0A7N9CCX5_MACFA|protein,Files in cyp/macaca_fascicularis_110,,
macaca_fascicularis,CYP27A1,A0A7N9CFF4,A0A7N9CFF4_MACFA|protein,Files in cyp/macaca_fascicularis_111,,
macaca_fascicularis,CYP2C8,A0A7N9CHU9,A0A7N9CHU9_MACFA|protein,Files in cyp/macaca_fascicularis_112,,
macaca_fascicularis,CYP11B2,A0A7N9CIQ6,A0A7N9CIQ6_MACFA|protein,Files in cyp/macaca_fascicularis_113,,
macaca_fascicularis,,A0A7N9CJ30,A0A7N9CJ30_MACFA|protein,Files in cyp/macaca_fascicularis_114,,
macaca_fascicularis,CYP4B1,A0A7N9CJT5,A0A7N9CJT5_MACFA|protein,Files in cyp/macaca_fascicularis_115,,
macaca_fascicularis,CYP4V2,A0A7N9CS94,A0A7N9CS94_MACFA|protein,Files in cyp/macaca_fascicularis_116,,
macaca_fascicularis,CYP2S1,A0A7N9CSM9,A0A7N9CSM9_MACFA|protein,Files in cyp/macaca_fascicularis_117,,
macaca_fascicularis,CYP39A1,A0A7N9CT18,A0A7N9CT18_MACFA|protein,Files in cyp/macaca_fascicularis_118,,
macaca_fascicularis,,A0A7N9CV54,A0A7N9CV54_MACFA|protein,Files in cyp/macaca_fascicularis_119,,
macaca_fascicularis,,A0A7N9CYT0,A0A7N9CYT0_MACFA|protein,Files in cyp/macaca_fascicularis_120,,
macaca_fascicularis,CYP27A1,A0A7N9D1N5,A0A7N9D1N5_MACFA|protein,Files in cyp/macaca_fascicularis_121,,
macaca_fascicularis,,A0A7N9D3F6,A0A7N9D3F6_MACFA|protein,Files in cyp/macaca_fascicularis_122,,
macaca_fascicularis,CYP27A1,A0A7N9DBE5,A0A7N9DBE5_MACFA|protein,Files in cyp/macaca_fascicularis_123,,
macaca_fascicularis,CYP4F11,A0A7N9DD65,A0A7N9DD65_MACFA|protein,Files in cyp/macaca_fascicularis_124,,
macaca_fascicularis,,A0A7N9DEM8,A0A7N9DEM8_MACFA|protein,Files in cyp/macaca_fascicularis_125,,
macaca_fascicularis,CYP20A1,A0A7N9DF27,A0A7N9DF27_MACFA|protein,Files in cyp/macaca_fascicularis_126,,
macaca_fascicularis,CYP4V2,A0A7N9I9F9,A0A7N9I9F9_MACFA|protein,Files in cyp/macaca_fascicularis_127,,
macaca_fascicularis,CYP4F11,A0A7N9I9J1,A0A7N9I9J1_MACFA|protein,Files in cyp/macaca_fascicularis_128,,
macaca_fascicularis,CYP26C1,A0A7N9IFH2,A0A7N9IFH2_MACFA|protein,Files in cyp/macaca_fascicularis_129,,
macaca_fascicularis,CYP2F1,A0A7N9IGN4,A0A7N9IGN4_MACFA|protein,Files in cyp/macaca_fascicularis_130,,
macaca_fascicularis,CYP2J2,A8CBQ8,A8CBQ8_MACFA|protein,Files in cyp/macaca_fascicularis_131,,
macaca_fascicularis,CYP4A11,A8CBR2,A8CBR2_MACFA|protein,Files in cyp/macaca_fascicularis_132,,
macaca_fascicularis,CYP4F3v2,A8CBR6,A8CBR6_MACFA|protein,Files in cyp/macaca_fascicularis_133,,
macaca_fascicularis,CYP4F11,A8CBR8,A8CBR8_MACFA|protein,Files in cyp/macaca_fascicularis_134,,
macaca_fascicularis,CYP4F12,A8CBS0,A8CBS0_MACFA|protein,Files in cyp/macaca_fascicularis_135,,
macaca_fascicularis,CYP27A1,B8K1T2,B8K1T2_MACFA|protein,Files in cyp/macaca_fascicularis_136,,
macaca_fascicularis,CYP2D44,D8KWQ4,D8KWQ4_MACFA|protein,Files in cyp/macaca_fascicularis_137,,
macaca_fascicularis,CYP2D17,D9DB13,D9DB13_MACFA|protein,Files in cyp/macaca_fascicularis_138,,
macaca_fascicularis,CYP4B1,G7NVM3,G7NVM3_MACFA|protein,Files in cyp/macaca_fascicularis_139,,
macaca_fascicularis,,G7NW05,G7NW05_MACFA|protein,Files in cyp/macaca_fascicularis_140,,
macaca_fascicularis,,G7NY62,G7NY62_MACFA|protein,Files in cyp/macaca_fascicularis_141,,
macaca_fascicularis,,G7PDL7,G7PDL7_MACFA|protein,Files in cyp/macaca_fascicularis_142,,
macaca_fascicularis,,G7PDL8,G7PDL8_MACFA|protein,Files in cyp/macaca_fascicularis_143,,
macaca_fascicularis,,G7PFP8,G7PFP8_MACFA|protein,Files in cyp/macaca_fascicularis_144,,
macaca_fascicularis,,G7PL85,G7PL85_MACFA|protein,Files in cyp/macaca_fascicularis_145,,
macaca_fascicularis,,G7PLG0,G7PLG0_MACFA|protein,Files in cyp/macaca_fascicularis_146,,
macaca_fascicularis,CYP27C1,G7PLG2,G7PLG2_MACFA|protein,Files in cyp/macaca_fascicularis_147,,
macaca_fascicularis,,G7PZN7,G7PZN7_MACFA|protein,Files in cyp/macaca_fascicularis_148,,
macaca_fascicularis,,G7PZP0,G7PZP0_MACFA|protein,Files in cyp/macaca_fascicularis_149,,
macaca_fascicularis,,G7PZP1,G7PZP1_MACFA|protein,Files in cyp/macaca_fascicularis_150,,
macaca_fascicularis,,G7PZP6,G7PZP6_MACFA|protein,Files in cyp/macaca_fascicularis_151,,
macaca_fascicularis,,G8F4I1,G8F4I1_MACFA|protein,Files in cyp/macaca_fascicularis_152,,
macaca_fascicularis,CYP2C76,Q0HA17,Q0HA17_MACFA|protein,Files in cyp/macaca_fascicularis_153,,
macaca_fascicularis,CYP2D17,Q29488,CP2DH_MACFA|protein,Files in cyp/macaca_fascicularis_154,,
macaca_fascicularis,,Q4R7W2,Q4R7W2_MACFA|protein,Files in cyp/macaca_fascicularis_155,,
macaca_fascicularis,CYP27A1,Q60HG5,Q60HG5_MACFA|protein,Files in cyp/macaca_fascicularis_156,,
macaca_fascicularis,CYP20A1,A0A088G4T6,A0A088G4T6_MACFA|protein,Files in cyp/macaca_fascicularis_157,,
macaca_fascicularis,CYP4B1,A0A2K5UUG9,A0A2K5UUG9_MACFA|protein,Files in cyp/macaca_fascicularis_158,,
macaca_fascicularis,CYP20A1,A0A2K5W3P6,A0A2K5W3P6_MACFA|protein,Files in cyp/macaca_fascicularis_159,,
macaca_fascicularis,CYP19A1,A0A2K5WLY1,A0A2K5WLY1_MACFA|protein,Files in cyp/macaca_fascicularis_160,,
macaca_fascicularis,CYP19A1,A0A7N9CX18,A0A7N9CX18_MACFA|protein,Files in cyp/macaca_fascicularis_161,,
macaca_mulatta,CYP2E1,A0A1D5R8W3,A0A1D5R8W3_MACMU|protein,Files in cyp/macaca_mulatta_0,,
macaca_mulatta,,A0A5F7ZNA4,A0A5F7ZNA4_MACMU|protein,Files in cyp/macaca_mulatta_1,,
macaca_mulatta,CYP1B1,F6SEA8,F6SEA8_MACMU|protein,Files in cyp/macaca_mulatta_2,,
macaca_mulatta,CYP3A43,F7A3W6,F7A3W6_MACMU|protein,Files in cyp/macaca_mulatta_3,,
macaca_mulatta,CYP1D1,F7D7J7,F7D7J7_MACMU|protein,Files in cyp/macaca_mulatta_4,,
macaca_mulatta,CYP1A2,F7EIM3,F7EIM3_MACMU|protein,Files in cyp/macaca_mulatta_5,,
macaca_mulatta,CYP1D1,G4V3Q9,G4V3Q9_MACMU|protein,Files in cyp/macaca_mulatta_6,,
macaca_mulatta,CYP1A1,G7MY68,G7MY68_MACMU|protein,Files in cyp/macaca_mulatta_7,,
macaca_mulatta,CYP2E1,Q6GUQ4,CP2E1_MACMU|protein,Files in cyp/macaca_mulatta_8,,
macaca_mulatta,CYP1A1,Q6GUR1,CP1A1_MACMU|protein,Files in cyp/macaca_mulatta_9,,
macaca_mulatta,CYP2E1,A0A1D5QML3,A0A1D5QML3_MACMU|protein,Files in cyp/macaca_mulatta_10,,
macaca_mulatta,CYP2U1,A0A5F7ZLK9,A0A5F7ZLK9_MACMU|protein,Files in cyp/macaca_mulatta_11,,
macaca_mulatta,cyp3a43,B1NL87,B1NL87_MACMU|protein,Files in cyp/macaca_mulatta_12,,
macaca_mulatta,CYP4V2,F6PJB6,F6PJB6_MACMU|protein,Files in cyp/macaca_mulatta_13,,
macaca_mulatta,CYP26B1,F6XZ76,F6XZ76_MACMU|protein,Files in cyp/macaca_mulatta_14,,
macaca_mulatta,CYP2S1,F6Z1D0,F6Z1D0_MACMU|protein,Files in cyp/macaca_mulatta_15,,
macaca_mulatta,CYP3A43,F7A3T2,F7A3T2_MACMU|protein,Files in cyp/macaca_mulatta_16,,
macaca_mulatta,CYP2W1,F7EQI8,F7EQI8_MACMU|protein,Files in cyp/macaca_mulatta_17,,
macaca_mulatta,CYP3A43,F7EXG7,F7EXG7_MACMU|protein,Files in cyp/macaca_mulatta_18,,
macaca_mulatta,,G8F199,G8F199_MACMU|protein,Files in cyp/macaca_mulatta_19,,
macaca_mulatta,CYP4V2,H9EWH9,H9EWH9_MACMU|protein,Files in cyp/macaca_mulatta_20,,
macaca_mulatta,LOC114675607,A0A1D5QN40,A0A1D5QN40_MACMU|protein,Files in cyp/macaca_mulatta_21,,
macaca_mulatta,CYP2A29,A0A1D5R2X7,A0A1D5R2X7_MACMU|protein,Files in cyp/macaca_mulatta_22,,
macaca_mulatta,CYP2A26,A0A1D5R6Q6,A0A1D5R6Q6_MACMU|protein,Files in cyp/macaca_mulatta_23,,
macaca_mulatta,,A0A5F7ZH34,A0A5F7ZH34_MACMU|protein,Files in cyp/macaca_mulatta_24,,
macaca_mulatta,CYP2U1,A0A5F8AFV2,A0A5F8AFV2_MACMU|protein,Files in cyp/macaca_mulatta_25,,
macaca_mulatta,CYP26A1,A0A5F8AMC6,A0A5F8AMC6_MACMU|protein,Files in cyp/macaca_mulatta_26,,
macaca_mulatta,CYP2A23,A0A5F8AP61,A0A5F8AP61_MACMU|protein,Files in cyp/macaca_mulatta_27,,
macaca_mulatta,CYP2D6,A0A5K1VME9,A0A5K1VME9_MACMU|protein,Files in cyp/macaca_mulatta_28,,
macaca_mulatta,CYP4A11,F6XRK1,F6XRK1_MACMU|protein,Files in cyp/macaca_mulatta_29,,
macaca_mulatta,CYP2J2,F6XVL2,F6XVL2_MACMU|protein,Files in cyp/macaca_mulatta_30,,
macaca_mulatta,CYP11B1,F7A4J7,F7A4J7_MACMU|protein,Files in cyp/macaca_mulatta_31,,
macaca_mulatta,CYP3A7,F7DPC7,F7DPC7_MACMU|protein,Files in cyp/macaca_mulatta_32,,
macaca_mulatta,CYP2C76,F7EFQ6,F7EFQ6_MACMU|protein,Files in cyp/macaca_mulatta_33,,
macaca_mulatta,CYP3A7,F7EXH2,F7EXH2_MACMU|protein,Files in cyp/macaca_mulatta_34,,
macaca_mulatta,CYP26A1,F7FWJ2,F7FWJ2_MACMU|protein,Files in cyp/macaca_mulatta_35,,
macaca_mulatta,CYP4F11,F7G1R4,F7G1R4_MACMU|protein,Files in cyp/macaca_mulatta_36,,
macaca_mulatta,CYP4A45,F7GTB4,F7GTB4_MACMU|protein,Files in cyp/macaca_mulatta_37,,
macaca_mulatta,CYP27B1,F7H3A6,F7H3A6_MACMU|protein,Files in cyp/macaca_mulatta_38,,
macaca_mulatta,CYP2G2,F7H3M7,F7H3M7_MACMU|protein,Files in cyp/macaca_mulatta_39,,
macaca_mulatta,,G7MNE5,G7MNE5_MACMU|protein,Files in cyp/macaca_mulatta_40,,
macaca_mulatta,,G7N2K5,G7N2K5_MACMU|protein,Files in cyp/macaca_mulatta_41,,
macaca_mulatta,CYP2D42,Q6GUQ5,Q6GUQ5_MACMU|protein,Files in cyp/macaca_mulatta_42,,
macaca_mulatta,CYP8B1,A0A1D5Q2F4,A0A1D5Q2F4_MACMU|protein,Files in cyp/macaca_mulatta_43,,
macaca_mulatta,CYP24A1,A0A1D5Q2L7,A0A1D5Q2L7_MACMU|protein,Files in cyp/macaca_mulatta_44,,
macaca_mulatta,CYP39A1,A0A1D5Q402,A0A1D5Q402_MACMU|protein,Files in cyp/macaca_mulatta_45,,
macaca_mulatta,CYP2A26,A0A1D5R3N7,A0A1D5R3N7_MACMU|protein,Files in cyp/macaca_mulatta_46,,
macaca_mulatta,CYP2A26,A0A1D5R4N5,A0A1D5R4N5_MACMU|protein,Files in cyp/macaca_mulatta_47,,
macaca_mulatta,CYP20A1,A0A1D5R825,A0A1D5R825_MACMU|protein,Files in cyp/macaca_mulatta_48,,
macaca_mulatta,CYP2A26,A0A1D5RCD3,A0A1D5RCD3_MACMU|protein,Files in cyp/macaca_mulatta_49,,
macaca_mulatta,CYP2D44,A0A4P1TMP0,A0A4P1TMP0_MACMU|protein,Files in cyp/macaca_mulatta_50,,
macaca_mulatta,CYP2D17,A0A4P1TPK1,A0A4P1TPK1_MACMU|protein,Files in cyp/macaca_mulatta_51,,
macaca_mulatta,CYP4F11,A0A5F7Z7K2,A0A5F7Z7K2_MACMU|protein,Files in cyp/macaca_mulatta_52,,
macaca_mulatta,CYP4F2,A0A5F7Z900,A0A5F7Z900_MACMU|protein,Files in cyp/macaca_mulatta_53,,
macaca_mulatta,CYP4F8,A0A5F7ZBC7,A0A5F7ZBC7_MACMU|protein,Files in cyp/macaca_mulatta_54,,
macaca_mulatta,CYP2C76,A0A5F7ZG41,A0A5F7ZG41_MACMU|protein,Files in cyp/macaca_mulatta_55,,
macaca_mulatta,CYP39A1,A0A5F7ZI97,A0A5F7ZI97_MACMU|protein,Files in cyp/macaca_mulatta_56,,
macaca_mulatta,CYP4F12,A0A5F7ZII0,A0A5F7ZII0_MACMU|protein,Files in cyp/macaca_mulatta_57,,
macaca_mulatta,CYP4F8,A0A5F7ZKL2,A0A5F7ZKL2_MACMU|protein,Files in cyp/macaca_mulatta_58,,
macaca_mulatta,CYP4F12,A0A5F7ZKX3,A0A5F7ZKX3_MACMU|protein,Files in cyp/macaca_mulatta_59,,
macaca_mulatta,CYP20A1,A0A5F7ZRD0,A0A5F7ZRD0_MACMU|protein,Files in cyp/macaca_mulatta_60,,
macaca_mulatta,CYP2C93,A0A5F7ZRI2,A0A5F7ZRI2_MACMU|protein,Files in cyp/macaca_mulatta_61,,
